id	cog	cog_name	ko	ko_name	pfams	pfam_names
OG0000140	COG0398	Uncharacterized membrane protein YdjX, related to fungal oxalate transporter, TVP38/TMEM64 family	NA	No Annotation	PF09335.14	SNARE_assoc
OG0000141	COG0458	Carbamoylphosphate synthase large subunit	K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	PF02786.20,PF02142.25,PF02787.22	CPSase_L_D2,MGS,CPSase_L_D3
OG0000142	COG0285	Folylpolyglutamate synthase/Dihydropteroate synthase	NA	No Annotation	PF08245.15	Mur_ligase_M
OG0000143	COG0718	DNA-binding nucleoid-associated protein YbaB/EfbC	K09747	nucleoid-associated protein EbfC	PF02575.19	YbaB_DNA_bd
OG0000144	COG1238	Membrane protein YqaA involved in indium extrusion, DedA family, contains VTT domain	NA	No Annotation	PF09335.14	SNARE_assoc
OG0000145	COG4783	Periplasmic chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	NA	No Annotation	PF13181.9,PF07719.20,PF00515.31,PF14559.9,PF13424.9,PF13429.9,PF13432.9,PF04212.21,PF12895.10,PF13414.9,PF13431.9	TPR_8,TPR_2,TPR_1,TPR_19,TPR_12,TPR_15,TPR_16,MIT,ANAPC3,TPR_11,TPR_17
OG0000146	COG0173	Aspartyl-tRNA synthetase	K01876	aspartyl-tRNA synthetase [EC:6.1.1.12]	PF00152.23,PF02938.17,PF01336.28	tRNA-synt_2,GAD,tRNA_anti-codon
OG0000147	COG2925	Exonuclease I (degrades ssDNA)	NA	No Annotation	PF08411.13,PF00929.27	Exonuc_X-T_C,RNase_T
OG0000148	COG0217	Transcriptional and/or translational regulatory protein YebC/TACO1	NA	No Annotation	PF01709.23	Transcrip_reg
OG0000149	COG0661	Predicted protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family	K03688	ubiquinone biosynthesis protein	PF03109.19	ABC1
OG0000150	COG2171	Tetrahydrodipicolinate N-succinyltransferase	K00674	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	PF14602.9,PF14805.9,PF00132.27,PF00808.26	Hexapep_2,THDPS_N_2,Hexapep,CBFD_NFYB_HMF
OG0000151	COG0533	tRNA A37 threonylcarbamoyltransferase TsaD	K25706	tRNA N6-adenosine threonylcarbamoyltransferase [EC:2.3.1.234]	PF00814.28	TsaD
OG0000152	COG0548	N-acetylglutamate kinase	K00930	acetylglutamate kinase [EC:2.7.2.8]	PF00696.31	AA_kinase
OG0000153	COG0272	NAD-dependent DNA ligase	K01972	DNA ligase (NAD+) [EC:6.5.1.2]	PF00533.29,PF01653.21,PF03120.19,PF12826.10,PF03119.19,PF04715.16,PF14520.9	BRCT,DNA_ligase_aden,DNA_ligase_OB,HHH_2,DNA_ligase_ZBD,Anth_synt_I_N,HHH_5
OG0000154	COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	NA	No Annotation	PF06071.16,PF01926.26	YchF-GTPase_C,MMR_HSR1
OG0000155	COG0459	Chaperonin GroEL (HSP60 family)	K04077	chaperonin GroEL [EC:5.6.1.7]	PF00118.27	Cpn60_TCP1
OG0000156	COG3474	Cytochrome c2	K08738	cytochrome c	PF00034.24	Cytochrom_C
OG0000157	COG1692	2',3'- and 3',5'-cNMP phosphodiesterase YmdB, calcineurin family	K09769	2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]	PF13277.9	YmdB
OG0000158	COG0811	Biopolymer transport protein ExbB/TolQ	K03562	biopolymer transport protein TolQ	PF01618.19	MotA_ExbB
OG0000159	COG0177	Endonuclease III	K10773	endonuclease III [EC:3.2.2.- 4.2.99.18]	PF00730.28	HhH-GPD
OG0000160	COG0473	Isocitrate/isopropylmalate dehydrogenase	K00052	3-isopropylmalate dehydrogenase [EC:1.1.1.85]	PF00180.23	Iso_dh
OG0000161	COG0546	Phosphoglycolate phosphatase, HAD superfamily	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]	PF13419.9,PF13242.9	HAD_2,Hydrolase_like
OG0000162	NA	No Annotation	NA	No Annotation	PF09851.12	SHOCT
OG0000163	COG0505	Carbamoylphosphate synthase small subunit	K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	PF00117.31,PF00988.25	GATase,CPSase_sm_chain
OG0000164	COG0159	Tryptophan synthase alpha chain	K01695	tryptophan synthase alpha chain [EC:4.2.1.20]	PF00290.23	Trp_syntA
OG0000165	COG0823	Periplasmic component TolB of the Tol biopolymer transport system	K03641	TolB protein	PF07676.15,PF04052.16	PD40,TolB_N
OG0000166	COG0524	Sugar or nucleoside kinase, ribokinase family	K00856	adenosine kinase [EC:2.7.1.20]	PF00294.27	PfkB
OG0000167	COG0400	Palmitoyl-CoA esterase	K06999	phospholipase/carboxylesterase	PF02230.19	Abhydrolase_2
OG0000168	COG1403	HNH family endonuclease, includes 5-methylcytosine-specific restriction endonuclease McrA	NA	No Annotation	PF14279.9,PF01844.26	HNH_5,HNH
OG0000169	COG2941	Demethoxyubiquinone hydroxylase, CLK1/Coq7/Cat5 family (ubiquinone biosynthesis)	K06134	3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]	PF03232.16	COQ7
OG0000170	COG1022	Long-chain acyl-CoA synthetase (AMP-forming)	K01897	long-chain acyl-CoA synthetase [EC:6.2.1.3]	PF00501.31,PF13193.9	AMP-binding,AMP-binding_C
OG0000171	COG4547	Cobalamin biosynthesis cobaltochelatase CobT subunit	K09883	cobaltochelatase CobT [EC:6.6.1.2]	PF11775.11,PF06213.15,PF00202.24	CobT_C,CobT,Aminotran_3
OG0000172	COG1083	CMP-N-acetylneuraminic acid synthetase, NeuA/PseF family	NA	No Annotation	PF02348.22,PF00535.29,PF02826.22,PF00389.33,PF13847.9,PF04101.19,PF13649.9	CTP_transf_3,Glycos_transf_2,2-Hacid_dh_C,2-Hacid_dh,Methyltransf_31,Glyco_tran_28_C,Methyltransf_25
OG0000173	COG5524	Bacteriorhodopsin	K04643	sensory rhodopsin	PF01036.21	Bac_rhodopsin
OG0000174	COG0006	Xaa-Pro aminopeptidase	K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	PF00557.27,PF16188.8,PF16189.8,PF01321.21	Peptidase_M24,Peptidase_M24_C,Creatinase_N_2,Creatinase_N
OG0000175	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	NA	No Annotation	PF00106.28,PF13561.9,PF02152.21	adh_short,adh_short_C2,FolB
OG0000176	COG1233	Phytoene dehydrogenase-related protein	K10027	phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]	PF01593.27,PF13450.9	Amino_oxidase,NAD_binding_8
OG0000177	COG0133	Tryptophan synthase beta chain	NA	No Annotation	PF00291.28	PALP
OG0000178	COG0848	Biopolymer transport protein ExbD	K03560	biopolymer transport protein TolR	PF02472.19	ExbD
OG0000179	COG0104	Adenylosuccinate synthase	K01939	adenylosuccinate synthase [EC:6.3.4.4]	PF00709.24	Adenylsucc_synt
OG0000180	COG0445	tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA	K03495	tRNA uridine 5-carboxymethylaminomethyl modification enzyme	PF13932.9,PF01134.25	GIDA_C,GIDA
OG0000181	COG0300	Short-chain dehydrogenase	NA	No Annotation	PF00106.28,PF13561.9	adh_short,adh_short_C2
OG0000182	COG1290	Cytochrome b subunit of the bc complex	K00412	ubiquinol-cytochrome c reductase cytochrome b subunit	PF00032.20,PF00033.22	Cytochrom_B_C,Cytochrome_B
OG0000183	COG0717	dCTP deaminase	K01494	dCTP deaminase [EC:3.5.4.13]	PF00692.22	dUTPase
OG0000184	COG0077	Prephenate dehydratase (decarboxylase)	K04518	prephenate dehydratase [EC:4.2.1.51]	PF00800.21	PDT
OG0000185	COG0140	Phosphoribosyl-ATP pyrophosphohydrolase	NA	No Annotation	PF01503.20	PRA-PH
OG0000186	COG0493	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	K00266	glutamate synthase (NADPH) small chain [EC:1.4.1.13]	PF07992.17,PF14691.9,PF13450.9,PF01593.27	Pyr_redox_2,Fer4_20,NAD_binding_8,Amino_oxidase
OG0000187	COG0337	3-dehydroquinate synthetase	K01735	3-dehydroquinate synthase [EC:4.2.3.4]	PF01761.23,PF01202.25	DHQ_synthase,SKI
OG0000188	COG0706	Membrane protein insertase Oxa1/YidC/SpoIIIJ	K03217	YidC/Oxa1 family membrane protein insertase	PF02096.23,PF14849.9	60KD_IMP,YidC_periplas
OG0000189	COG0042	tRNA-dihydrouridine synthase	K05539	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	PF01207.20	Dus
OG0000190	COG0122	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	K01247	DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	PF00730.28	HhH-GPD
OG0000191	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase	K19745	acrylyl-CoA reductase (NADPH) [EC:1.3.1.-]	PF00107.29,PF08240.15,PF13602.9	ADH_zinc_N,ADH_N,ADH_zinc_N_2
OG0000192	COG0044	Dihydroorotase or related cyclic amidohydrolase	K01465	dihydroorotase [EC:3.5.2.3]	PF01979.23,PF00449.23	Amidohydro_1,Urease_alpha
OG0000193	COG0060	Isoleucyl-tRNA synthetase	K01870	isoleucyl-tRNA synthetase [EC:6.1.1.5]	PF00133.25,PF08264.16,PF06827.17	tRNA-synt_1,Anticodon_1,zf-FPG_IleRS
OG0000194	COG0078	Ornithine carbamoyltransferase	NA	No Annotation	PF00185.27,PF02729.24	OTCace,OTCace_N
OG0000195	COG0176	Transaldolase/fructose-6-phosphate aldolase	NA	No Annotation	PF00923.22,PF00571.31	TAL_FSA,CBS
OG0000196	COG0537	Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family	K02503	histidine triad (HIT) family protein	PF01230.26	HIT
OG0000197	COG2840	Stalled ribosome-rescuing mRNA endonuclease or DNA-nicking endonuclease, Smr domain	NA	No Annotation	PF01713.24	Smr
OG0000198	COG0289	4-hydroxy-tetrahydrodipicolinate reductase	K00215	4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	PF05173.17,PF01113.23	DapB_C,DapB_N
OG0000199	COG0281	Malic enzyme	K00029	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]	PF01515.22,PF00390.22,PF03949.18	PTA_PTB,malic,Malic_M
OG0000200	COG0019	Diaminopimelate decarboxylase	K01586	diaminopimelate decarboxylase [EC:4.1.1.20]	PF02784.19,PF00278.25	Orn_Arg_deC_N,Orn_DAP_Arg_deC
OG0000201	COG0016	Phenylalanyl-tRNA synthetase alpha subunit	K01889	phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	PF01409.23,PF02912.21	tRNA-synt_2d,Phe_tRNA-synt_N
OG0000202	COG0137	Argininosuccinate synthase	K01940	argininosuccinate synthase [EC:6.3.4.5]	PF00764.22	Arginosuc_synth
OG0000203	COG0181	Porphobilinogen deaminase	K01749	hydroxymethylbilane synthase [EC:2.5.1.61]	PF01379.23,PF03900.18	Porphobil_deam,Porphobil_deamC
OG0000204	COG0793	C-terminal processing protease CtpA/Prc, contains a PDZ domain	K03797	carboxyl-terminal processing protease [EC:3.4.21.102]	PF03572.21,PF17820.4,PF02163.25,PF13180.9,PF00595.27	Peptidase_S41,PDZ_6,Peptidase_M50,PDZ_2,PDZ
OG0000205	COG0463	Glycosyltransferase involved in cell wall bisynthesis	NA	No Annotation	PF00535.29	Glycos_transf_2
OG0000206	COG0210	Superfamily I DNA or RNA helicase	K03657	ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]	PF13361.9,PF00580.24	UvrD_C,UvrD-helicase
OG0000207	COG2857	Cytochrome c1	K00413	ubiquinol-cytochrome c reductase cytochrome c1 subunit	PF02167.18	Cytochrom_C1
OG0000208	COG0234	Co-chaperonin GroES (HSP10)	K04078	chaperonin GroES	PF00166.24	Cpn10
OG0000209	COG0777	Acetyl-CoA carboxylase beta subunit	K01963	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]	PF01039.25,PF17848.4	Carboxyl_trans,zf-ACC
OG0000210	COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	K01814	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	PF00977.24	His_biosynth
OG0000211	COG0592	DNA polymerase III sliding clamp (beta) subunit, PCNA homolog	K02338	DNA polymerase III subunit beta [EC:2.7.7.7]	PF02768.18,PF02767.19,PF00712.22	DNA_pol3_beta_3,DNA_pol3_beta_2,DNA_pol3_beta
OG0000212	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase	K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	PF01553.24	Acyltransferase
OG0000213	COG1495	Disulfide bond formation protein DsbB	K03611	protein dithiol:quinone oxidoreductase [EC:1.8.5.9]	PF02600.19	DsbB
OG0000214	COG0441	Threonyl-tRNA synthetase	K01868	threonyl-tRNA synthetase [EC:6.1.1.3]	PF00587.28,PF03129.23,PF07973.17,PF02824.24	tRNA-synt_2b,HGTP_anticodon,tRNA_SAD,TGS
OG0000215	COG0072	Phenylalanyl-tRNA synthetase beta subunit	K01890	phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]	PF17759.4,PF03483.20,PF03147.17,PF03484.18,PF01588.23	tRNA_synthFbeta,B3_4,FDX-ACB,B5,tRNA_bind
OG0000216	COG0552	Signal recognition particle GTPase FtsY	K03110	fused signal recognition particle receptor	PF00448.25,PF02881.22,PF01678.22	SRP54,SRP54_N,DAP_epimerase
OG0000217	COG0625	Glutathione S-transferase or stringent starvation protein SspA	K11209	GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]	PF00043.28,PF02798.23,PF13417.9	GST_C,GST_N,GST_N_3
OG0000218	COG1200	RecG-like helicase	K03655	ATP-dependent DNA helicase RecG [EC:5.6.2.4]	PF00271.34,PF00270.32,PF19833.2,PF17191.7,PF02559.19,PF03461.18,PF17757.4,PF03937.19	Helicase_C,DEAD,RecG_dom3_C,RecG_wedge,CarD_CdnL_TRCF,TRCF,UvrB_inter,Sdh5
OG0000219	COG0773	UDP-N-acetylmuramate-alanine ligase MurC and related ligases, MurC/Mpl family	K01924	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]	PF02875.24,PF08245.15,PF01225.28	Mur_ligase_C,Mur_ligase_M,Mur_ligase
OG0000220	COG2812	DNA polymerase III, gamma/tau subunits	K02343	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	PF12169.11,PF13177.9,PF12362.11,PF00004.32	DNA_pol3_gamma3,DNA_pol3_delta2,DUF3646,AAA
OG0000221	COG1109	Phosphomannomutase	K03431	phosphoglucosamine mutase [EC:5.4.2.10]	PF00408.23,PF02880.19,PF02878.19,PF02879.19,PF00809.25	PGM_PMM_IV,PGM_PMM_III,PGM_PMM_I,PGM_PMM_II,Pterin_bind
OG0000222	COG1192	ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ	K03496	chromosome partitioning protein	PF13614.9,PF01656.26,PF09140.14,PF02527.18	AAA_31,CbiA,MipZ,GidB
OG0000223	COG0484	DnaJ molecular chaperone, contains DnaJ and DnaJ_C  domains	K03686	molecular chaperone DnaJ	PF00226.34,PF01556.21,PF00684.22	DnaJ,DnaJ_C,DnaJ_CXXCXGXG
OG0000224	COG0623	Enoyl-[acyl-carrier-protein] reductase FabI	K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	PF13561.9	adh_short_C2
OG0000225	COG0642	Signal transduction histidine kinase	K15011	two-component system, sensor histidine kinase RegB [EC:2.7.13.3]	PF02518.29,PF00512.28	HATPase_c,HisKA
OG0000226	NA	No Annotation	K12976	lipid A 3-O-deacylase [EC:3.1.1.-]	PF09411.13,PF03918.17	PagL,CcmH
OG0000227	COG0730	Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family	K07090	uncharacterized protein	PF01925.22,PF09608.13	TauE,Alph_Pro_TM
OG0000228	COG0749	DNA polymerase I, 3'-5' exonuclease and polymerase domains	K02335	DNA polymerase I [EC:2.7.7.7]	PF00476.23,PF01612.23,PF01367.23,PF02739.19	DNA_pol_A,DNA_pol_A_exo1,5_3_exonuc,5_3_exonuc_N
OG0000229	COG0668	Small-conductance mechanosensitive channel	K16052	MscS family membrane protein	PF00924.21,PF00501.31	MS_channel,AMP-binding
OG0000230	COG1048	Aconitase A	K01681	aconitate hydratase [EC:4.2.1.3]	PF00330.23,PF00694.22	Aconitase,Aconitase_C
OG0000231	COG0633	Ferredoxin	K04755	ferredoxin, 2Fe-2S	PF00111.30	Fer2
OG0000232	COG0757	3-dehydroquinate dehydratase, type II	K03786	3-dehydroquinate dehydratase II [EC:4.2.1.10]	PF01220.22	DHquinase_II
OG0000233	COG0328	Ribonuclease HI	K03469	ribonuclease HI [EC:3.1.26.4]	PF00075.27	RNase_H
OG0000234	COG0498	Threonine synthase	K01733	threonine synthase [EC:4.2.3.1]	PF00291.28,PF14821.9	PALP,Thr_synth_N
OG0000235	COG0564	Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	K06180	23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	PF00849.25,PF01479.28	PseudoU_synth_2,S4
OG0000236	COG1351	Thymidylate synthase ThyX, FAD-dependent family	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	PF02511.18	Thy1
OG0000237	COG0131	Imidazoleglycerol phosphate dehydratase HisB	K01693	imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]	PF00475.21	IGPD
OG0000238	COG4395	Predicted lipid-binding transport protein, Tim44 family	NA	No Annotation	PF04280.18	Tim44
OG0000239	COG0452	Phosphopantothenoylcysteine synthetase/decarboxylase CoaBC	K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]	PF04127.18,PF02441.22	DFP,Flavoprotein
OG0000240	COG2609	Pyruvate dehydrogenase complex, dehydrogenase (E1) component	K00163	pyruvate dehydrogenase E1 component [EC:1.2.4.1]	PF17831.4,PF00456.24,PF00364.25	PDH_E1_M,Transketolase_N,Biotin_lipoyl
OG0000241	COG0290	Translation initiation factor IF-3	K02520	translation initiation factor IF-3	PF00707.25,PF05198.19	IF3_C,IF3_N
OG0000242	COG0251	Enamine deaminase RidA/Endoribonuclease Rid7C, YjgF/YER057c/UK114 family	NA	No Annotation	PF14588.9	YjgF_endoribonc
OG0000243	COG1109	Phosphomannomutase	K15778	phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	PF02880.19,PF02878.19,PF02879.19,PF00408.23	PGM_PMM_III,PGM_PMM_I,PGM_PMM_II,PGM_PMM_IV
OG0000244	COG2050	Acyl-CoA thioesterase PaaI, contains HGG motif	NA	No Annotation	PF03061.25	4HBT
OG0000245	COG4764	Predicted transglycosylase, contains SLT domain	NA	No Annotation	PF19489.2	SLT_4
OG0000246	COG1384	Lysyl-tRNA synthetase, class I	K04566	lysyl-tRNA synthetase, class I [EC:6.1.1.6]	PF01921.21,PF19269.2	tRNA-synt_1f,Anticodon_2
OG0000247	COG0014	Gamma-glutamyl phosphate reductase	NA	No Annotation	PF00171.25,PF00213.21	Aldedh,OSCP
OG0000248	COG0494	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	K08311	putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]	PF00293.31	NUDIX
OG0000249	COG0355	FoF1-type ATP synthase, epsilon subunit	K02114	F-type H+-transporting ATPase subunit epsilon	PF02823.19,PF05099.16	ATP-synt_DE_N,TerB
OG0000250	COG0055	FoF1-type ATP synthase, beta subunit	K02112	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]	PF00006.28,PF02874.26	ATP-synt_ab,ATP-synt_ab_N
OG0000251	COG0492	Thioredoxin reductase	NA	No Annotation	PF13738.9,PF07992.17	Pyr_redox_3,Pyr_redox_2
OG0000252	NA	No Annotation	NA	No Annotation	PF02867.18,PF08471.13	Ribonuc_red_lgC,Ribonuc_red_2_N
OG0000253	COG0379	Quinolinate synthase	K03517	quinolinate synthase [EC:2.5.1.72]	PF02445.19	NadA
OG0000254	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase	K02535	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	PF03331.16	LpxC
OG0000255	COG0082	Chorismate synthase	K01736	chorismate synthase [EC:4.2.3.5]	PF01264.24	Chorismate_synt
OG0000256	COG0593	Chromosomal replication initiation ATPase DnaA	K02313	chromosomal replication initiator protein	PF00308.21,PF08299.14,PF11638.11	Bac_DnaA,Bac_DnaA_C,DnaA_N
OG0000257	COG0291	Ribosomal protein L35	K02916	large subunit ribosomal protein L35	PF01632.22	Ribosomal_L35p
OG0000258	COG0755	ABC-type transport system involved in cytochrome c biogenesis, permease component	K02195	heme exporter protein C	PF01578.23	Cytochrom_C_asm
OG0000259	COG1758	DNA-directed RNA polymerase, subunit K/omega	K03060	DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	PF01192.25	RNA_pol_Rpb6
OG0000260	COG0227	Ribosomal protein L28	K02902	large subunit ribosomal protein L28	PF00830.22	Ribosomal_L28
OG0000261	COG0167	Dihydroorotate dehydrogenase	K00254	dihydroorotate dehydrogenase [EC:1.3.5.2]	PF01180.24	DHO_dh
OG0000262	COG0224	FoF1-type ATP synthase, gamma subunit	K02115	F-type H+-transporting ATPase subunit gamma	PF00231.22,PF00696.31	ATP-synt,AA_kinase
OG0000263	COG1530	Ribonuclease G or E	NA	No Annotation	PF10150.12,PF00575.26,PF02597.23	RNase_E_G,S1,ThiS
OG0000264	COG0358	DNA primase (bacterial type)	K02316	DNA primase [EC:2.7.7.101]	PF08275.14,PF01807.23,PF13662.9,PF13155.9,PF10410.12	Toprim_N,zf-CHC2,Toprim_4,Toprim_2,DnaB_bind
OG0000265	COG0492	Thioredoxin reductase	K00384	thioredoxin reductase (NADPH) [EC:1.8.1.9]	PF07992.17	Pyr_redox_2
OG0000266	COG1573	Uracil-DNA glycosylase	K21929	uracil-DNA glycosylase [EC:3.2.2.27]	PF03167.22	UDG
OG0000267	COG0766	UDP-N-acetylglucosamine enolpyruvyl transferase	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	PF00275.23	EPSP_synthase
OG0000268	COG0825	Acetyl-CoA carboxylase alpha subunit	K01962	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	PF03255.17,PF01039.25	ACCA,Carboxyl_trans
OG0000269	COG1729	Cell division protein CpoB, coordinates peptidoglycan biosynthesis and outer membrane constriction	NA	No Annotation	PF13432.9,PF13174.9	TPR_16,TPR_6
OG0000270	COG0465	ATP-dependent Zn proteases	K03798	cell division protease FtsH [EC:3.4.24.-]	PF01434.21,PF17862.4,PF00004.32,PF06480.18	Peptidase_M41,AAA_lid_3,AAA,FtsH_ext
OG0000271	COG2823	Phospholipid-binding membrane integrity protein DolP/YraP/OsmY, contains BON domain	K04065	hyperosmotically inducible periplasmic protein	PF04972.20,PF00390.22,PF08139.15	BON,malic,LPAM_1
OG0000272	COG1185	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)	K00962	polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	PF01138.24,PF03725.18,PF00013.32,PF00575.26,PF03726.17	RNase_PH,RNase_PH_C,KH_1,S1,PNPase
OG0000273	COG0764	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase	K01716	3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]	PF07977.16	FabA
OG0000274	COG0292	Ribosomal protein L20	K02887	large subunit ribosomal protein L20	PF00453.21	Ribosomal_L20
OG0000275	COG0201	Preprotein translocase subunit SecY	K03076	preprotein translocase subunit SecY	PF00344.23	SecY
OG0000276	COG0541	Signal recognition particle GTPase Srp/Ffh	K03106	signal recognition particle subunit SRP54 [EC:3.6.5.4]	PF00448.25,PF02881.22,PF02978.22	SRP54,SRP54_N,SRP_SPB
OG0000277	COG0670	Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family	K06890	uncharacterized protein	PF01027.23	Bax1-I
OG0000278	COG5135	Uncharacterized conserved protein	K00275	pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]	PF12766.10,PF01243.23	Pyridox_oxase_2,Putative_PNPOx
OG0000279	COG0713	NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K)	K00340	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	PF00420.27	Oxidored_q2
